"team_id","league_id","abbr","team_concat","name","location","conf","div","lat","lon","weather"
59106,5,NWST,CFB_NWST,N'Western St,"Natchitoches, LA",FCS,SOUTHLAND,31.747000,-93.096000,1
59107,5,LAM,CFB_LAM,Lamar,"Beaumont, TX",FCS,SOUTHLAND,30.043000,-94.070000,1
59108,5,HCU,CFB_HCU,Hou Christian,"Houston, TX",FCS,SOUTHLAND,29.695000,-95.517000,1
59110,5,ETAM,CFB_ETAM,East Texas A&M,"Commerce, TX",FCS,SOUTHLAND,33.244000,-95.901000,1
59111,5,FAMU,CFB_FAMU,Florida A&M,"Tallahassee, FL",FCS,SWAC,30.426000,-84.292000,1
59112,5,PV,CFB_PV,Prairie View,"Prairie View, TX",FCS,SWAC,30.094000,-95.996000,1
59113,5,GRAM,CFB_GRAM,Grambling,"Grambling, LA",FCS,SWAC,32.526000,-92.715000,1
59114,5,AAMU,CFB_AAMU,Alabama A&M,"Huntsville, AL",FCS,SWAC,34.784000,-86.578000,1
59115,5,JKST,CFB_JKST,Jackson St,"Jackson, MS",FCS,SWAC,32.330000,-90.180000,1
59116,5,SOU,CFB_SOU,Southern,"Baton Rouge, LA",FCS,SWAC,30.522000,-91.190000,1
59117,5,ALCN,CFB_ALCN,Alcorn St,"Lorman, MS",FCS,SWAC,31.874000,-91.135000,1
59118,5,TXSO,CFB_TXSO,Texas Southern,"Houston, TX",FCS,SWAC,29.752000,-95.352000,1
59119,5,BCU,CFB_BCU,Bethune,"Daytona Beach, FL",FCS,SWAC,29.173000,-81.118000,1
59120,5,UAPB,CFB_UAPB,AR-Pine Bluff,"Pine Bluff, AR",FCS,SWAC,34.253000,-92.021000,1
59121,5,MVSU,CFB_MVSU,Miss Valley St,"Itta Bena, MS",FCS,SWAC,33.512000,-90.340000,1
59122,5,ALST,CFB_ALST,Alabama St,"Montgomery, AL",FCS,SWAC,32.364000,-86.290000,1
59123,5,CARK,CFB_CARK,C Arkansas,"Conway, AR",FCS,UAC,35.080000,-92.460000,1
59124,5,TAR,CFB_TAR,Tarleton St,"Stephenville, TX",FCS,UAC,32.219000,-98.213000,1
59125,5,EKU,CFB_EKU,E Kentucky,"Richmond, KY",FCS,UAC,37.734000,-84.297000,1
59126,5,SUU,CFB_SUU,Southern Utah,"Cedar City, UT",FCS,UAC,37.676000,-113.077000,1
59127,5,ACU,CFB_ACU,Abilene Chrstn,"Abilene, TX",FCS,UAC,32.472000,-99.710000,1
59128,5,UNA,CFB_UNA,North Alabama,"Florence, AL",FCS,UAC,34.811000,-87.671000,1
59129,5,APSU,CFB_APSU,Austin Peay,"Clarksville, TN",FCS,UAC,36.536000,-87.353000,1
59130,5,WGA,CFB_WGA,West Georgia,"Carrollton, GA",FCS,UAC,33.580000,-85.077000,1
59131,5,UTU,CFB_UTU,Utah Tech,"Saint George, UT",FCS,UAC,37.110000,-113.567000,1
