"league_id","meta_type","meta_keyid","meta_value","meta_source"
6,team_name,62202,Morehead St Eagles,the_odds_api
6,team_name,62301,Bucknell Bison,the_odds_api
6,team_name,62302,Holy Cross Crusaders,the_odds_api
6,team_name,62303,Lafayette Leopards,the_odds_api
6,team_name,62304,Lehigh Mountain Hawks,the_odds_api
6,team_name,62305,Loyola (MD) Greyhounds,the_odds_api
6,team_name,62401,Alabama Crimson Tide,the_odds_api
6,team_name,62402,Arkansas Razorbacks,the_odds_api
6,team_name,62403,Auburn Tigers,the_odds_api
6,team_name,62404,Florida Gators,the_odds_api
6,team_name,62405,Georgia Bulldogs,the_odds_api
6,team_name,62406,Kentucky Wildcats,the_odds_api
6,team_name,62407,LSU Tigers,the_odds_api
6,team_name,62408,Missouri Tigers,the_odds_api
6,team_name,62409,Ole Miss Rebels,the_odds_api
6,team_name,62410,Mississippi St Bulldogs,the_odds_api
6,team_name,62411,Oklahoma Sooners,the_odds_api
6,team_name,62412,South Carolina Gamecocks,the_odds_api
6,team_name,62413,Tennessee Volunteers,the_odds_api
6,team_name,62414,Texas Longhorns,the_odds_api
6,team_name,62415,Texas A&M Aggies,the_odds_api
6,team_name,62416,Vanderbilt Commodores,the_odds_api
6,team_name,62501,Chattanooga Mocs,the_odds_api
6,team_name,62502,East Tennessee St Buccaneers,the_odds_api
6,team_name,62503,Mercer Bears,the_odds_api
6,team_name,62504,Samford Bulldogs,the_odds_api
6,team_name,62505,Wofford Terriers,the_odds_api
6,team_name,62601,Lamar Cardinals,the_odds_api
6,team_name,62602,McNeese Cowboys,the_odds_api
6,team_name,62603,Northwestern St Demons,the_odds_api
6,team_name,62604,Stephen F. Austin Lumberjacks,the_odds_api
6,team_name,62605,Texas A&M-CC Islanders,the_odds_api
6,team_name,62701,North Dakota St Bison,the_odds_api
6,team_name,62702,Oral Roberts Golden Eagles,the_odds_api
6,team_name,62703,South Dakota St Jackrabbits,the_odds_api
6,team_name,62704,North Dakota Fighting Hawks,the_odds_api
6,team_name,62705,South Dakota Coyotes,the_odds_api
6,team_name,62801,Appalachian St Mountaineers,the_odds_api
6,team_name,62802,Coastal Carolina Chanticleers,the_odds_api
6,team_name,62803,Georgia St Panthers,the_odds_api
6,team_name,62804,James Madison Dukes,the_odds_api
6,team_name,62805,Louisiana Ragin' Cajuns,the_odds_api
6,team_name,62806,Old Dominion Monarchs,the_odds_api
6,team_name,62807,Southern Miss Golden Eagles,the_odds_api
6,team_name,62808,Troy Trojans,the_odds_api
6,team_name,62809,South Alabama Jaguars,the_odds_api
6,team_name,62901,Alabama St Hornets,the_odds_api
6,team_name,62902,Alcorn St Braves,the_odds_api
6,team_name,62903,Florida A&M Rattlers,the_odds_api
6,team_name,62904,Jackson St Tigers,the_odds_api
6,team_name,62906,Southern Jaguars,the_odds_api
6,team_name,62907,Texas Southern Tigers,the_odds_api
6,team_name,63001,Gonzaga Bulldogs,the_odds_api
6,team_name,63002,Oregon St Beavers,the_odds_api
6,team_name,63003,Pacific Tigers,the_odds_api
6,team_name,63004,Pepperdine Waves,the_odds_api
6,team_name,63005,San Diego Toreros,the_odds_api
6,team_name,63006,Saint Mary's Gaels,the_odds_api
6,team_name,63007,Washington St Cougars,the_odds_api
5,team_name,59092,Citadel Bulldogs,the_odds_api
5,team_name,59027,Maine Black Bears,the_odds_api
6,team_name,60613,Purdue Boilermakers,the_odds_api
6,team_name,60210,South Florida Bulls,the_odds_api
5,team_name,51113,UL Monroe Warhawks,the_odds_api
6,team_name,62008,UNLV Rebels,the_odds_api
6,team_name,61305,UTEP Miners,the_odds_api
