id,season,gameDate,startTimeUTC,gamePeriod,awayTeamAbbr,awayTeamScore,homeTeamAbbr,homeTeamScore,H1,H2,H3,H4,H5,A1,A2,A3,A4,A5
2013030151,20132014,2014-04-17,2014-04-18T01:30:00Z,OT,MIN,4,COL,5,1,1,2,1,0,1,3,0,0,1
2013030152,20132014,2014-04-19,2014-04-20T01:30:00Z,REG,MIN,2,COL,4,1,2,1,0,0,1,0,1,0,1
2013030153,20132014,2014-04-21,2014-04-21T23:00:00Z,OT,COL,0,MIN,1,0,0,0,1,0,0,0,0,0,1
2013030154,20132014,2014-04-24,2014-04-25T01:30:00Z,REG,COL,1,MIN,2,1,1,0,0,0,0,1,0,0,1
2013030155,20132014,2014-04-26,2014-04-27T01:30:00Z,OT,MIN,3,COL,4,0,2,1,1,0,0,1,2,0,1
2013030156,20132014,2014-04-28,2014-04-29T01:00:00Z,REG,COL,2,MIN,5,2,0,3,0,0,1,1,0,0,1
2013030157,20132014,2014-04-30,2014-05-01T01:30:00Z,OT,MIN,5,COL,4,2,0,2,0,0,1,1,2,1,1
2013030162,20132014,2014-04-19,2014-04-19T19:00:00Z,OT,CHI,3,STL,4,2,0,1,1,0,0,1,2,0,1
2013030163,20132014,2014-04-21,2014-04-22T00:30:00Z,REG,STL,0,CHI,2,1,0,1,0,0,0,0,0,0,1
2013030164,20132014,2014-04-23,2014-04-24T01:30:00Z,OT,STL,3,CHI,4,0,2,1,1,0,0,2,1,0,1
2013030165,20132014,2014-04-25,2014-04-26T00:00:00Z,OT,CHI,3,STL,2,0,1,1,0,0,1,1,0,1,1
2013030166,20132014,2014-04-27,2014-04-27T19:00:00Z,REG,STL,1,CHI,5,1,0,4,0,0,1,0,0,0,1
2013030171,20132014,2014-04-16,2014-04-17T02:00:00Z,REG,DAL,3,ANA,4,3,1,0,0,0,0,2,1,0,1
2013030172,20132014,2014-04-18,2014-04-19T02:00:00Z,REG,DAL,2,ANA,3,1,1,1,0,0,1,0,1,0,1
2013030173,20132014,2014-04-21,2014-04-22T01:30:00Z,REG,ANA,0,DAL,3,1,1,1,0,0,0,0,0,0,1
2013030174,20132014,2014-04-23,2014-04-24T00:00:00Z,REG,ANA,2,DAL,4,0,2,2,0,0,2,0,0,0,1
2013030175,20132014,2014-04-25,2014-04-26T02:30:00Z,REG,DAL,2,ANA,6,2,1,3,0,0,1,1,0,0,1
2013030176,20132014,2014-04-27,2014-04-28T00:00:00Z,OT,ANA,5,DAL,4,3,1,0,0,0,1,1,2,1,1
2013030181,20132014,2014-04-17,2014-04-18T02:30:00Z,REG,LAK,3,SJS,6,3,2,1,0,0,0,0,3,0,1
2013030182,20132014,2014-04-20,2014-04-21T02:00:00Z,REG,LAK,2,SJS,7,0,3,4,0,0,2,0,0,0,1
2013030183,20132014,2014-04-22,2014-04-23T02:00:00Z,OT,SJS,4,LAK,3,0,2,1,0,0,1,1,1,1,1
2013030184,20132014,2014-04-24,2014-04-25T02:30:00Z,REG,SJS,3,LAK,6,1,3,2,0,0,1,1,1,0,1
2013030185,20132014,2014-04-26,2014-04-27T02:00:00Z,REG,LAK,3,SJS,0,0,0,0,0,0,2,1,0,0,1
2013030186,20132014,2014-04-28,2014-04-29T02:00:00Z,REG,SJS,1,LAK,4,1,0,3,0,0,0,1,0,0,1
2013030187,20132014,2014-04-30,2014-05-01T02:00:00Z,REG,LAK,5,SJS,1,0,1,0,0,0,0,2,3,0,1
2013030211,20132014,2014-05-01,2014-05-01T23:30:00Z,OT,MTL,4,BOS,3,0,0,3,0,0,1,1,1,0,1
2013030212,20132014,2014-05-03,2014-05-03T16:30:00Z,REG,MTL,3,BOS,5,1,0,4,0,0,0,2,1,0,1
2013030213,20132014,2014-05-06,2014-05-06T23:00:00Z,REG,BOS,2,MTL,4,2,1,1,0,0,0,1,1,0,1
2013030214,20132014,2014-05-08,2014-05-08T23:30:00Z,OT,BOS,1,MTL,0,0,0,0,0,0,0,0,0,1,1
2013030215,20132014,2014-05-10,2014-05-10T23:00:00Z,REG,MTL,2,BOS,4,1,2,1,0,0,0,1,1,0,1
2013030216,20132014,2014-05-12,2014-05-12T23:30:00Z,REG,BOS,0,MTL,4,1,2,1,0,0,0,0,0,0,1
2013030217,20132014,2014-05-14,2014-05-14T23:00:00Z,REG,MTL,3,BOS,1,0,1,0,0,0,1,1,1,0,1
2013030221,20132014,2014-05-02,2014-05-02T23:00:00Z,OT,NYR,3,PIT,2,0,2,0,0,0,2,0,0,1,1
2013030222,20132014,2014-05-04,2014-05-04T23:30:00Z,REG,NYR,0,PIT,3,0,1,2,0,0,0,0,0,0,1
2013030223,20132014,2014-05-05,2014-05-05T23:30:00Z,REG,PIT,2,NYR,0,0,0,0,0,0,0,2,0,0,1
2013030224,20132014,2014-05-07,2014-05-07T23:30:00Z,REG,PIT,4,NYR,2,0,1,1,0,0,1,1,2,0,1
2013030225,20132014,2014-05-09,2014-05-09T23:00:00Z,REG,NYR,5,PIT,1,0,1,0,0,0,2,2,1,0,1
2013030226,20132014,2014-05-11,2014-05-11T23:00:00Z,REG,PIT,1,NYR,3,2,1,0,0,0,1,0,0,0,1
2013030227,20132014,2014-05-13,2014-05-13T23:00:00Z,REG,NYR,2,PIT,1,0,1,0,0,0,1,1,0,0,1
2013030231,20132014,2014-05-02,2014-05-03T01:30:00Z,REG,MIN,2,CHI,5,1,1,3,0,0,0,0,2,0,1
2013030232,20132014,2014-05-04,2014-05-04T19:00:00Z,REG,MIN,1,CHI,4,1,1,2,0,0,0,0,1,0,1
2013030233,20132014,2014-05-06,2014-05-07T01:00:00Z,REG,CHI,0,MIN,4,0,0,4,0,0,0,0,0,0,1
2013030234,20132014,2014-05-09,2014-05-10T01:30:00Z,REG,CHI,2,MIN,4,1,2,1,0,0,1,1,0,0,1
2013030235,20132014,2014-05-11,2014-05-12T01:00:00Z,REG,MIN,1,CHI,2,0,1,1,0,0,1,0,0,0,1
2013030236,20132014,2014-05-13,2014-05-14T01:00:00Z,OT,CHI,2,MIN,1,0,1,0,0,0,1,0,0,1,1
2013030241,20132014,2014-05-03,2014-05-04T00:00:00Z,OT,LAK,3,ANA,2,1,0,1,0,0,1,0,1,1,1
2013030242,20132014,2014-05-05,2014-05-06T02:00:00Z,REG,LAK,3,ANA,1,1,0,0,0,0,2,0,1,0,1
2013030243,20132014,2014-05-08,2014-05-09T02:00:00Z,REG,ANA,3,LAK,2,0,1,1,0,0,1,1,1,0,1
2013030244,20132014,2014-05-10,2014-05-11T01:30:00Z,REG,ANA,2,LAK,0,0,0,0,0,0,2,0,0,0,1
2013030245,20132014,2014-05-12,2014-05-13T02:00:00Z,REG,LAK,3,ANA,4,1,3,0,0,0,1,1,1,0,1
2013030246,20132014,2014-05-14,2014-05-15T01:30:00Z,REG,ANA,1,LAK,2,1,1,0,0,0,0,1,0,0,1
2013030247,20132014,2014-05-16,2014-05-17T01:00:00Z,REG,LAK,6,ANA,2,0,1,1,0,0,3,2,1,0,1
2013030311,20132014,2014-05-17,2014-05-17T17:00:00Z,REG,NYR,7,MTL,2,0,1,1,0,0,2,2,3,0,1
2013030312,20132014,2014-05-19,2014-05-20T00:00:00Z,REG,NYR,3,MTL,1,1,0,0,0,0,2,1,0,0,1
2013030313,20132014,2014-05-22,2014-05-23T00:00:00Z,OT,MTL,3,NYR,2,1,0,1,0,0,0,1,1,1,1
2013030314,20132014,2014-05-25,2014-05-26T00:00:00Z,OT,MTL,2,NYR,3,1,1,0,1,0,0,1,1,0,1
2013030315,20132014,2014-05-27,2014-05-28T00:00:00Z,REG,NYR,4,MTL,7,2,3,2,0,0,1,3,0,0,1
2013030316,20132014,2014-05-29,2014-05-30T00:00:00Z,REG,MTL,0,NYR,1,0,1,0,0,0,0,0,0,0,1
2013030321,20132014,2014-05-18,2014-05-18T19:00:00Z,REG,LAK,1,CHI,3,1,1,1,0,0,0,1,0,0,1
2013030322,20132014,2014-05-21,2014-05-22T00:00:00Z,REG,LAK,6,CHI,2,1,1,0,0,0,0,1,5,0,1
2013030323,20132014,2014-05-24,2014-05-25T00:00:00Z,REG,CHI,3,LAK,4,1,2,1,0,0,2,0,1,0,1
2013030324,20132014,2014-05-26,2014-05-27T01:00:00Z,REG,CHI,2,LAK,5,3,1,1,0,0,0,1,1,0,1
2013030325,20132014,2014-05-28,2014-05-29T00:00:00Z,OT,LAK,4,CHI,5,3,0,1,0,0,2,2,0,0,1
2013030326,20132014,2014-05-30,2014-05-31T01:00:00Z,REG,CHI,4,LAK,3,1,0,2,0,0,0,2,2,0,1
2013030327,20132014,2014-06-01,2014-06-02T00:00:00Z,OT,LAK,5,CHI,4,3,1,0,0,0,2,1,1,1,1
2013030411,20132014,2014-06-04,2014-06-05T00:00:00Z,OT,NYR,2,LAK,3,1,1,0,1,0,2,0,0,0,1
2013030412,20132014,2014-06-07,2014-06-07T23:00:00Z,OT,NYR,4,LAK,5,0,2,2,0,0,2,2,0,0,1
2013030413,20132014,2014-06-09,2014-06-10T00:00:00Z,REG,LAK,3,NYR,0,0,0,0,0,0,1,2,0,0,1
2013030414,20132014,2014-06-11,2014-06-12T00:00:00Z,REG,LAK,1,NYR,2,1,1,0,0,0,0,1,0,0,1
2013030415,20132014,2014-06-13,2014-06-14T00:00:00Z,OT,NYR,2,LAK,3,1,0,1,0,0,0,2,0,0,1
2013010001,20132014,2013-09-14,2013-09-14T23:00:00Z,SO,WSH,4,WPG,3,0,0,0,0,0,0,0,0,0,1
2013010002,20132014,2013-09-14,2013-09-15T01:00:00Z,REG,EDM,3,CGY,2,0,0,2,0,0,1,1,1,0,1
2013010003,20132014,2013-09-14,2013-09-15T02:00:00Z,SO,CGY,6,EDM,5,3,2,0,0,0,1,1,3,0,1
2013010004,20132014,2013-09-15,2013-09-15T22:00:00Z,OT,PIT,4,CBJ,5,2,0,2,1,0,2,0,2,0,1
2013010005,20132014,2013-09-15,2013-09-15T23:00:00Z,SO,STL,6,DAL,5,2,2,1,0,0,2,1,2,0,1
2013010006,20132014,2013-09-15,2013-09-16T02:00:00Z,REG,PHX,5,LAK,1,0,0,1,0,0,2,1,2,0,1
2013010007,20132014,2013-09-15,2013-09-15T23:30:00Z,SO,BUF,5,MTL,4,1,2,1,0,0,0,3,1,0,1
2013010008,20132014,2013-09-15,2013-09-15T22:00:00Z,REG,TOR,4,PHI,3,0,0,0,0,0,0,0,0,0,1
2013010009,20132014,2013-09-15,2013-09-16T02:00:00Z,REG,LAK,2,PHX,4,1,2,1,0,0,2,0,0,0,1
2013010010,20132014,2013-09-15,2013-09-16T00:00:00Z,REG,OTT,3,WPG,1,0,1,0,0,0,1,1,1,0,1
2013010011,20132014,2013-09-16,2013-09-17T02:00:00Z,REG,PHX,2,ANA,6,4,2,0,0,0,0,1,1,0,1
2013010012,20132014,2013-09-16,2013-09-16T18:30:00Z,REG,NSH,3,FLA,6,1,2,3,0,0,3,0,0,0,1
2013010013,20132014,2013-09-16,2013-09-16T23:00:00Z,OT,NSH,2,FLA,3,1,0,1,1,0,1,1,0,0,1
2013010014,20132014,2013-09-16,2013-09-16T23:00:00Z,REG,BOS,6,MTL,3,1,2,0,0,0,2,1,3,0,1
2013010015,20132014,2013-09-16,2013-09-16T23:00:00Z,REG,NYR,1,NJD,2,1,0,1,0,0,0,0,1,0,1
2013010016,20132014,2013-09-16,2013-09-17T01:00:00Z,REG,CGY,2,OTT,4,0,0,0,0,0,0,0,0,0,1
2013010017,20132014,2013-09-16,2013-09-16T23:00:00Z,SO,WSH,4,PHI,3,0,1,2,0,0,0,2,1,0,1
2013010018,20132014,2013-09-16,2013-09-16T23:00:00Z,REG,DET,4,PIT,1,0,1,0,0,0,1,3,0,0,1
2013010019,20132014,2013-09-16,2013-09-16T23:00:00Z,SO,PHI,3,TOR,2,1,1,0,0,0,1,0,1,0,1
2013010020,20132014,2013-09-16,2013-09-17T02:00:00Z,REG,SJS,3,VAN,2,1,0,1,0,0,1,1,1,0,1
2013010021,20132014,2013-09-17,2013-09-18T02:00:00Z,REG,LAK,6,ANA,0,0,0,0,0,0,1,2,3,0,1
2013010022,20132014,2013-09-17,2013-09-18T01:00:00Z,REG,NYI,3,CGY,5,0,4,1,0,0,1,1,1,0,1
2013010023,20132014,2013-09-17,2013-09-18T00:00:00Z,REG,DET,0,CHI,2,0,2,0,0,0,0,0,0,0,1
2013010024,20132014,2013-09-17,2013-09-17T23:00:00Z,REG,BUF,3,CBJ,1,0,1,0,0,0,1,1,1,0,1
2013010025,20132014,2013-09-17,2013-09-18T00:00:00Z,REG,CBJ,3,MIN,1,0,1,0,0,0,1,2,0,0,1
2013010026,20132014,2013-09-17,2013-09-18T01:00:00Z,REG,CGY,4,NYI,2,0,0,0,0,0,0,0,0,0,1
2013010027,20132014,2013-09-17,2013-09-17T23:00:00Z,REG,NYR,3,PHI,2,0,1,1,0,0,0,2,1,0,1
2013010028,20132014,2013-09-17,2013-09-17T23:00:00Z,SO,BOS,3,WSH,2,0,0,0,0,0,0,0,0,0,1
2013010029,20132014,2013-09-17,2013-09-18T00:00:00Z,REG,EDM,2,WPG,3,0,2,1,0,0,0,0,2,0,1
2013010030,20132014,2013-09-18,2013-09-18T23:00:00Z,REG,CBJ,5,CAR,4,1,3,0,0,0,2,1,2,0,1
2013010031,20132014,2013-09-18,2013-09-19T01:00:00Z,REG,ANA,2,COL,1,1,0,0,0,0,0,1,1,0,1
2013010032,20132014,2013-09-18,2013-09-19T00:30:00Z,SO,FLA,2,DAL,3,0,2,0,0,0,0,0,2,0,1
2013010033,20132014,2013-09-18,2013-09-18T23:00:00Z,SO,STL,3,TBL,4,0,0,0,0,0,0,0,0,0,1
2013010034,20132014,2013-09-18,2013-09-19T02:00:00Z,REG,EDM,4,VAN,1,1,0,0,0,0,4,0,0,0,1
2013010035,20132014,2013-09-19,2013-09-19T23:00:00Z,REG,DET,8,BOS,2,0,1,1,0,0,2,2,4,0,1
2013010036,20132014,2013-09-19,2013-09-19T23:00:00Z,REG,CAR,2,BUF,5,0,2,3,0,0,1,1,0,0,1
2013010037,20132014,2013-09-19,2013-09-20T00:00:00Z,SO,PIT,4,CHI,3,1,1,1,0,0,2,1,0,0,1
2013010038,20132014,2013-09-19,2013-09-19T23:00:00Z,REG,NYI,5,NJD,3,1,2,0,0,0,4,0,1,0,1
2013010039,20132014,2013-09-19,2013-09-19T23:30:00Z,REG,TOR,3,OTT,2,1,1,0,0,0,0,2,1,0,1
2013010040,20132014,2013-09-19,2013-09-19T23:30:00Z,REG,NSH,1,TBL,5,2,2,1,0,0,0,0,1,0,1
2013010041,20132014,2013-09-19,2013-09-20T00:00:00Z,REG,MIN,4,WPG,1,1,0,0,0,0,1,2,1,0,1
2013010042,20132014,2013-09-20,2013-09-20T23:30:00Z,REG,MTL,6,CAR,0,0,0,0,0,0,0,0,0,0,1
2013010043,20132014,2013-09-20,2013-09-21T01:00:00Z,OT,LAK,3,COL,4,1,0,2,1,0,2,0,1,0,1
2013010044,20132014,2013-09-20,2013-09-21T00:30:00Z,REG,DAL,4,FLA,1,0,0,0,0,0,0,0,0,0,1
2013010045,20132014,2013-09-20,2013-09-21T02:30:00Z,OT,ANA,3,SJS,2,1,1,0,0,0,0,2,0,1,1
2013010046,20132014,2013-09-20,2013-09-21T00:00:00Z,REG,TBL,4,STL,3,1,1,1,0,0,1,2,1,0,1
2013010047,20132014,2013-09-20,2013-09-20T23:00:00Z,SO,CHI,5,WSH,4,1,2,1,0,0,1,3,0,0,1
2013010048,20132014,2013-09-21,2013-09-21T23:00:00Z,SO,TOR,3,BUF,2,0,2,0,0,0,0,0,2,0,1
2013010049,20132014,2013-09-21,2013-09-21T23:00:00Z,REG,BOS,2,DET,0,0,0,0,0,0,0,1,1,0,1
2013010050,20132014,2013-09-21,2013-09-22T02:00:00Z,REG,VAN,2,EDM,5,1,1,3,0,0,1,0,1,0,1
2013010051,20132014,2013-09-21,2013-09-22T00:00:00Z,SO,WPG,3,MIN,4,2,0,1,0,0,0,3,0,0,1
2013010052,20132014,2013-09-21,2013-09-21T23:00:00Z,REG,CAR,3,MTL,1,0,0,1,0,0,1,2,0,0,1
2013010053,20132014,2013-09-21,2013-09-21T23:00:00Z,REG,NJD,3,NYI,0,0,0,0,0,0,0,0,0,0,1
2013010054,20132014,2013-09-21,2013-09-21T20:00:00Z,REG,CBJ,5,PIT,3,0,3,0,0,0,2,1,2,0,1
2013010055,20132014,2013-09-21,2013-09-22T02:30:00Z,OT,PHX,2,SJS,3,0,2,0,1,0,1,1,0,0,1
2013010056,20132014,2013-09-21,2013-09-22T00:00:00Z,OT,DAL,2,STL,3,0,1,1,1,0,0,1,1,0,1
2013010057,20132014,2013-09-21,2013-09-21T23:00:00Z,SO,FLA,4,TBL,5,2,1,1,0,0,0,2,2,0,1
2013010058,20132014,2013-09-22,2013-09-23T00:00:00Z,REG,COL,2,ANA,1,0,0,1,0,0,0,1,1,0,1
2013010059,20132014,2013-09-22,2013-09-22T21:00:00Z,REG,CHI,4,DET,3,1,0,2,0,0,2,0,2,0,1
2013010060,20132014,2013-09-22,2013-09-22T22:00:00Z,REG,NYI,0,NSH,2,0,2,0,0,0,0,0,0,0,1
2013010061,20132014,2013-09-22,2013-09-22T23:00:00Z,REG,BUF,3,TOR,5,2,2,1,0,0,1,0,2,0,1
2013010062,20132014,2013-09-23,2013-09-23T23:00:00Z,OT,WSH,2,BOS,3,0,1,1,1,0,0,1,1,0,1
2013010063,20132014,2013-09-23,2013-09-24T01:00:00Z,REG,NYR,1,CGY,4,1,1,2,0,0,0,1,0,0,1
2013010064,20132014,2013-09-23,2013-09-23T23:00:00Z,SO,MIN,2,CBJ,1,0,1,0,0,0,0,0,1,0,1
2013010065,20132014,2013-09-23,2013-09-24T01:30:00Z,REG,WPG,1,EDM,2,0,2,0,0,0,1,0,0,0,1
2013010066,20132014,2013-09-23,2013-09-23T23:30:00Z,REG,NJD,2,MTL,3,0,2,1,0,0,0,2,0,0,1
2013010067,20132014,2013-09-23,2013-09-23T23:00:00Z,SO,CHI,2,PIT,3,0,0,2,0,0,0,2,0,0,1
2013010068,20132014,2013-09-23,2013-09-24T02:00:00Z,REG,PHX,1,VAN,6,2,1,3,0,0,0,1,0,0,1
2013010069,20132014,2013-09-24,2013-09-25T01:00:00Z,REG,DAL,5,COL,3,0,1,2,0,0,0,4,1,0,1
2013010070,20132014,2013-09-24,2013-09-25T01:00:00Z,REG,NYR,3,EDM,5,2,2,1,0,0,1,1,1,0,1
2013010071,20132014,2013-09-24,2013-09-25T02:30:00Z,REG,ANA,1,LAK,2,0,1,1,0,0,1,0,0,0,1
2013010072,20132014,2013-09-24,2013-09-25T00:00:00Z,REG,TBL,1,NSH,2,0,1,1,0,0,0,0,1,0,1
2013010073,20132014,2013-09-24,2013-09-24T23:00:00Z,REG,NJD,2,PHI,1,0,0,1,0,0,1,0,1,0,1
2013010074,20132014,2013-09-24,2013-09-25T02:30:00Z,REG,VAN,0,SJS,5,2,2,1,0,0,0,0,0,0,1
2013010075,20132014,2013-09-24,2013-09-24T23:00:00Z,REG,OTT,3,TOR,2,0,1,1,0,0,0,1,2,0,1
2013010076,20132014,2013-09-25,2013-09-25T23:00:00Z,REG,CBJ,0,BUF,3,0,1,2,0,0,0,0,0,0,1
2013010077,20132014,2013-09-25,2013-09-26T01:00:00Z,OT,PHX,3,CGY,2,0,0,2,0,0,0,2,0,1,1
2013010078,20132014,2013-09-25,2013-09-25T23:30:00Z,REG,PIT,5,DET,1,0,1,0,0,0,2,2,1,0,1
2013010079,20132014,2013-09-25,2013-09-26T00:00:00Z,REG,STL,1,MIN,3,1,0,2,0,0,0,0,1,0,1
2013010080,20132014,2013-09-25,2013-09-25T23:30:00Z,REG,MTL,2,OTT,5,2,1,2,0,0,1,0,1,0,1
2013010081,20132014,2013-09-25,2013-09-25T23:00:00Z,REG,NSH,1,WSH,4,1,3,0,0,0,0,0,1,0,1
2013010082,20132014,2013-09-26,2013-09-26T23:00:00Z,REG,CAR,2,CBJ,1,1,0,0,0,0,0,1,1,0,1
2013010083,20132014,2013-09-26,2013-09-27T00:30:00Z,REG,COL,1,DAL,5,1,1,3,0,0,0,0,1,0,1
2013010084,20132014,2013-09-26,2013-09-26T23:30:00Z,REG,OTT,1,MTL,3,1,1,1,0,0,1,0,0,0,1
2013010085,20132014,2013-09-26,2013-09-26T23:00:00Z,REG,PHI,1,NJD,4,0,3,1,0,0,0,0,1,0,1
2013010086,20132014,2013-09-26,2013-09-26T23:30:00Z,OT,FLA,2,TBL,3,0,0,0,0,0,0,0,0,0,1
2013010087,20132014,2013-09-26,2013-09-27T02:00:00Z,REG,NYR,0,VAN,5,2,3,0,0,0,0,0,0,0,1
2013010088,20132014,2013-09-26,2013-09-26T23:30:00Z,OT,BOS,3,WPG,2,1,0,1,0,0,1,0,1,1,1
2013010089,20132014,2013-09-27,2013-09-28T01:00:00Z,REG,WPG,0,BOS,5,0,0,0,0,0,0,0,0,0,1
2013010090,20132014,2013-09-27,2013-09-27T23:00:00Z,REG,BUF,0,CAR,1,0,1,0,0,0,0,0,0,0,1
2013010091,20132014,2013-09-27,2013-09-27T23:30:00Z,REG,TOR,2,DET,5,1,2,2,0,0,1,1,0,0,1
2013010092,20132014,2013-09-27,2013-09-28T00:00:00Z,REG,DAL,4,EDM,0,0,0,0,0,0,0,0,0,0,1
2013010093,20132014,2013-09-27,2013-09-28T02:30:00Z,REG,NYR,1,LAK,4,0,0,0,0,0,0,0,0,0,1
2013010094,20132014,2013-09-27,2013-09-27T23:00:00Z,REG,NSH,4,NYI,6,3,2,1,0,0,1,0,3,0,1
2013010095,20132014,2013-09-27,2013-09-28T02:00:00Z,REG,SJS,1,PHX,2,0,1,1,0,0,0,0,1,0,1
2013010096,20132014,2013-09-27,2013-09-28T00:00:00Z,REG,MIN,1,STL,4,0,0,4,0,0,1,0,0,0,1
2013010097,20132014,2013-09-27,2013-09-27T23:00:00Z,REG,PHI,3,WSH,6,2,1,3,0,0,0,3,0,0,1
2013010098,20132014,2013-09-28,2013-09-29T02:00:00Z,REG,SJS,6,ANA,5,2,0,3,0,0,3,2,1,0,1
2013010099,20132014,2013-09-28,2013-09-29T00:00:00Z,OT,WSH,3,CHI,4,1,1,1,1,0,0,1,2,0,1
2013010100,20132014,2013-09-28,2013-09-28T23:00:00Z,REG,TBL,3,FLA,5,1,2,2,0,0,2,0,1,0,1
2013010101,20132014,2013-09-28,2013-09-29T02:00:00Z,REG,COL,3,LAK,2,0,0,0,0,0,0,0,0,0,1
2013010102,20132014,2013-09-28,2013-09-28T23:00:00Z,REG,DET,1,TOR,3,0,2,1,0,0,0,0,1,0,1
2013010103,20132014,2013-09-29,2013-09-29T22:00:00Z,REG,OTT,2,NYI,5,0,0,0,0,0,0,0,0,0,1
2013010104,20132014,2013-09-29,2013-09-29T23:30:00Z,REG,NYI,4,OTT,1,0,1,0,0,0,2,2,0,0,1
2013020001,20132014,2013-10-01,2013-10-01T23:00:00Z,REG,TOR,4,MTL,3,2,0,1,0,0,1,2,1,0,1
2013020002,20132014,2013-10-01,2013-10-02T00:00:00Z,REG,WSH,4,CHI,6,2,1,3,0,0,1,1,2,0,1
2013020003,20132014,2013-10-01,2013-10-02T02:00:00Z,REG,WPG,5,EDM,4,2,2,0,0,0,2,1,2,0,1
2013020004,20132014,2013-10-02,2013-10-02T23:30:00Z,REG,TOR,3,PHI,1,1,0,0,0,0,0,1,2,0,1
2013020005,20132014,2013-10-02,2013-10-03T00:00:00Z,REG,BUF,1,DET,2,2,0,0,0,0,0,0,1,0,1
2013020006,20132014,2013-10-02,2013-10-03T01:30:00Z,REG,ANA,1,COL,6,1,3,2,0,0,0,0,1,0,1
2013020007,20132014,2013-10-03,2013-10-03T23:00:00Z,REG,TBL,1,BOS,3,1,1,1,0,0,0,1,0,0,1
2013020008,20132014,2013-10-03,2013-10-03T23:00:00Z,REG,NJD,0,PIT,3,2,0,1,0,0,0,0,0,0,1
2013020009,20132014,2013-10-03,2013-10-03T23:00:00Z,SO,CGY,4,WSH,5,0,3,1,0,0,3,1,0,0,1
2013020010,20132014,2013-10-03,2013-10-04T00:30:00Z,REG,NSH,2,STL,4,3,1,0,0,0,1,1,0,0,1
2013020011,20132014,2013-10-03,2013-10-04T00:00:00Z,SO,LAK,3,MIN,2,2,0,0,0,0,1,0,1,0,1
2013020012,20132014,2013-10-03,2013-10-04T00:30:00Z,REG,FLA,4,DAL,2,0,1,1,0,0,1,0,3,0,1
2013020013,20132014,2013-10-03,2013-10-04T02:00:00Z,REG,NYR,1,PHX,4,1,1,2,0,0,0,1,0,0,1
2013020014,20132014,2013-10-03,2013-10-04T02:00:00Z,REG,VAN,1,SJS,4,0,2,2,0,0,1,0,0,0,1
2013020015,20132014,2013-10-04,2013-10-04T23:00:00Z,REG,OTT,1,BUF,0,0,0,0,0,0,0,0,1,0,1
2013020016,20132014,2013-10-04,2013-10-04T23:00:00Z,SO,NYI,4,NJD,3,1,1,1,0,0,1,1,1,0,1
2013020017,20132014,2013-10-04,2013-10-04T23:00:00Z,OT,DET,3,CAR,2,1,1,0,0,0,0,0,2,1,1
2013020018,20132014,2013-10-04,2013-10-04T23:00:00Z,REG,CGY,4,CBJ,3,2,0,1,0,0,2,0,2,0,1
2013020019,20132014,2013-10-04,2013-10-05T00:00:00Z,REG,LAK,3,WPG,5,1,1,3,0,0,1,0,2,0,1
2013020020,20132014,2013-10-04,2013-10-05T01:00:00Z,REG,NSH,1,COL,3,1,1,1,0,0,0,1,0,0,1
2013020021,20132014,2013-10-05,2013-10-05T23:00:00Z,REG,DET,1,BOS,4,1,2,1,0,0,1,0,0,0,1
2013020022,20132014,2013-10-05,2013-10-05T23:00:00Z,SO,OTT,4,TOR,5,2,1,1,0,0,2,2,0,0,1
2013020023,20132014,2013-10-05,2013-10-05T23:00:00Z,REG,PHI,1,MTL,4,1,0,3,0,0,0,0,1,0,1
2013020024,20132014,2013-10-05,2013-10-05T23:00:00Z,SO,CBJ,3,NYI,2,0,2,0,0,0,0,0,2,0,1
2013020025,20132014,2013-10-05,2013-10-05T23:00:00Z,REG,BUF,1,PIT,4,2,0,2,0,0,0,0,1,0,1
2013020026,20132014,2013-10-05,2013-10-06T00:00:00Z,SO,TBL,3,CHI,2,0,2,0,0,0,0,0,2,0,1
2013020027,20132014,2013-10-05,2013-10-06T00:00:00Z,REG,FLA,0,STL,7,1,4,2,0,0,0,0,0,0,1
2013020028,20132014,2013-10-05,2013-10-06T00:00:00Z,REG,WSH,1,DAL,2,1,1,0,0,0,1,0,0,0,1
2013020029,20132014,2013-10-05,2013-10-06T00:00:00Z,OT,ANA,4,MIN,3,1,1,1,0,0,2,1,0,1,1
2013020030,20132014,2013-10-05,2013-10-06T02:00:00Z,REG,EDM,2,VAN,6,3,2,1,0,0,1,1,0,0,1
2013020031,20132014,2013-10-05,2013-10-06T02:30:00Z,REG,PHX,1,SJS,4,3,0,1,0,0,0,1,0,0,1
2013020032,20132014,2013-10-06,2013-10-06T21:00:00Z,REG,PHI,1,CAR,2,1,1,0,0,0,0,1,0,0,1
2013020033,20132014,2013-10-06,2013-10-07T00:00:00Z,REG,ANA,3,WPG,2,2,0,0,0,0,1,1,1,0,1
2013020034,20132014,2013-10-06,2013-10-07T00:00:00Z,OT,VAN,5,CGY,4,1,1,2,0,0,1,0,3,1,1
2013020035,20132014,2013-10-07,2013-10-08T01:30:00Z,SO,NJD,4,EDM,5,0,0,4,0,0,2,1,1,0,1
2013020036,20132014,2013-10-07,2013-10-08T02:30:00Z,REG,NYR,3,LAK,1,0,1,0,0,0,1,1,1,0,1
2013020037,20132014,2013-10-08,2013-10-08T23:00:00Z,REG,COL,2,TOR,1,0,1,0,0,0,0,1,1,0,1
